Name	Metadata Type	Id	Url	Used by	Attributes
"SRM_Jira_Ticket__c.CRM_Sprint__c"	"CustomField"	"00N3h00000DDY3LEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3LEAX"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Metadata__c.Jira_Ticket__c"	"CustomField"	"00N3h00000DDY3MEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3MEAX"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Connected_Org__c.Named_Credential_Reference__c"	"CustomField"	"00N3h00000DDY3SEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3SEAX"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Jira_Ticket__c.Connected_Org__c"	"CustomField"	"00N3h00000DDY3cEAH"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3cEAH"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Metadata__c.Name__c"	"CustomField"	"00N3h00000DDY3sEAH"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3sEAH"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Metadata__c.Type__c"	"CustomField"	"00N3h00000DDY3wEAH"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3wEAH"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_CRM_Sprint__c"	"CustomObject"	"01I3h000000fkQaEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQaEAI"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Connected_Org__c"	"CustomObject"	"01I3h000000fkQbEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQbEAI"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Jira_Ticket__c"	"CustomObject"	"01I3h000000fkQdEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQdEAI"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_Metadata__c"	"CustomObject"	"01I3h000000fkQfEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQfEAI"	"SRM_SelectMetadataExtensionTests via SRM_TestData"
"SRM_API_Metadata_Client_Setting__mdt.Additional_Metadata_Types__c"	"CustomField"	"00N3h00000DDY3NEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3NEAX"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_API_Metadata_Client_Setting__mdt.Api_Version__c"	"CustomField"	"00N3h00000DDY3OEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3OEAX"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_API_Metadata_Client_Setting__mdt.Describe_Metadata_Exception__c"	"CustomField"	"00N3h00000DDY3PEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3PEAX"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_API_Metadata_Client_Setting__mdt.Endpoint__c"	"CustomField"	"00N3h00000DDY3QEAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3QEAX"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_API_Metadata_Client_Setting__mdt.List_Metadata_Exception__c"	"CustomField"	"00N3h00000DDY3REAX"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/00N3h00000DDY3REAX"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_API_Metadata_Client_Setting__mdt"	"CustomObject"	"01I3h000000fkQZEAY"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQZEAY"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_MetadataAPI"	"ApexClass"	"01p3h00000E1kirAAB"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01p3h00000E1kirAAB"	"SRM_SelectMetadataExtensionTests via SRM_MetadataApiProxy"
"SRM_CRM_Sprint__c"	"CustomObject"	"01I3h000000fkQaEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQaEAI"	"SRM_SelectMetadataExtensionTests via SRM_Jira_Ticket__c.CRM_Sprint__c"
"SRM_Connected_Org__c"	"CustomObject"	"01I3h000000fkQbEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQbEAI"	"SRM_SelectMetadataExtensionTests via SRM_Jira_Ticket__c.Connected_Org__c"
"SRM_Jira_Ticket__c"	"CustomObject"	"01I3h000000fkQdEAI"	"https://brave-raccoon-mm7crl-dev-ed.my.salesforce.com/01I3h000000fkQdEAI"	"SRM_SelectMetadataExtensionTests via SRM_Metadata__c.Jira_Ticket__c"
